image_id,fname,mask,distancing,5k,n_people,fold
1076,1076.jpg,1.0,0.0,0.0,2.0,4.0
1077,1077.jpg,1.0,0.0,0.0,7.0,2.0
1078,1078.jpg,1.0,1.0,1.0,8.0,4.0
1079,1079.jpg,0.0,0.0,0.0,17.0,3.0
1080,1080.jpg,0.0,0.0,0.0,5.0,2.0
1081,1081.jpg,0.0,0.0,0.0,11.0,0.0
1082,1082.jpg,0.0,1.0,0.0,2.0,4.0
1083,1083.jpg,1.0,1.0,1.0,1.0,3.0
1084,1084.jpg,0.0,1.0,0.0,2.0,2.0
1085,1085.jpg,0.0,0.0,0.0,10.0,2.0
1086,1086.jpg,0.0,0.0,0.0,14.0,4.0
1087,1087.jpg,0.0,0.0,0.0,12.0,0.0
1088,1088.jpg,1.0,1.0,1.0,0.0,4.0
1089,1089.jpg,0.0,0.0,0.0,18.0,0.0
1090,1090.jpg,0.0,0.0,0.0,8.0,2.0
1091,1091.jpg,1.0,1.0,1.0,6.0,3.0
1092,1092.jpg,0.0,1.0,0.0,6.0,2.0
1093,1093.jpg,1.0,1.0,1.0,8.0,0.0
1094,1094.jpg,1.0,1.0,1.0,4.0,2.0
1095,1095.jpg,1.0,0.0,0.0,9.0,2.0
1096,1096.jpg,0.0,0.0,0.0,6.0,4.0
1097,1097.jpg,0.0,1.0,0.0,5.0,0.0
1098,1098.jpg,1.0,0.0,0.0,8.0,4.0
1099,1099.jpg,1.0,0.0,0.0,7.0,0.0
1100,1100.jpg,1.0,0.0,0.0,4.0,0.0
1101,1101.jpg,1.0,0.0,0.0,7.0,1.0
1102,1102.jpg,0.0,0.0,0.0,22.0,4.0
1103,1103.jpg,1.0,0.0,0.0,5.0,4.0
1104,1104.jpg,1.0,0.0,0.0,7.0,4.0
1105,1105.jpg,1.0,0.0,0.0,29.0,4.0
1106,1106.jpg,1.0,1.0,1.0,4.0,2.0
1107,1107.jpg,1.0,1.0,1.0,5.0,0.0
1108,1108.jpg,0.0,1.0,0.0,4.0,1.0
1109,1109.jpg,1.0,0.0,0.0,3.0,2.0
1110,1110.jpg,1.0,0.0,0.0,5.0,3.0
1111,1111.jpg,1.0,1.0,1.0,9.0,3.0
1112,1112.jpg,1.0,1.0,1.0,1.0,3.0
1113,1113.jpg,1.0,1.0,1.0,5.0,1.0
1114,1114.jpg,1.0,0.0,0.0,4.0,0.0
1115,1115.jpg,0.0,0.0,0.0,8.0,2.0
1116,1116.jpg,0.0,0.0,0.0,22.0,1.0
1117,1117.jpg,0.0,0.0,0.0,14.0,1.0
1118,1118.jpg,1.0,0.0,0.0,6.0,2.0
1119,1119.jpg,1.0,1.0,1.0,6.0,0.0
1120,1120.jpg,1.0,1.0,1.0,3.0,2.0
1121,1121.jpg,0.0,0.0,0.0,8.0,1.0
1122,1122.jpg,0.0,1.0,0.0,3.0,2.0
1123,1123.jpg,1.0,1.0,1.0,7.0,4.0
1124,1124.jpg,1.0,1.0,1.0,4.0,1.0
1125,1125.jpg,0.0,1.0,0.0,11.0,4.0
1126,1126.jpg,0.0,1.0,0.0,3.0,1.0
1127,1127.jpg,0.0,0.0,0.0,14.0,2.0
1128,1128.jpg,1.0,1.0,1.0,6.0,0.0
1129,1129.jpg,0.0,0.0,0.0,30.0,2.0
1130,1130.jpg,1.0,1.0,1.0,12.0,1.0
1131,1131.jpg,0.0,0.0,0.0,21.0,4.0
1132,1132.jpg,1.0,1.0,1.0,2.0,1.0
1133,1133.jpg,1.0,0.0,0.0,8.0,3.0
1134,1134.jpg,0.0,0.0,0.0,19.0,1.0
1135,1135.jpg,1.0,1.0,1.0,21.0,4.0
1136,1136.jpg,1.0,0.0,0.0,6.0,4.0
1137,1137.jpg,0.0,0.0,0.0,14.0,1.0
1138,1138.jpg,0.0,1.0,0.0,2.0,4.0
1139,1139.jpg,0.0,0.0,0.0,3.0,3.0
1140,1140.jpg,0.0,0.0,0.0,17.0,4.0
1141,1141.jpg,0.0,1.0,0.0,8.0,1.0
1142,1142.jpg,1.0,0.0,0.0,3.0,4.0
1143,1143.jpg,1.0,1.0,1.0,15.0,1.0
1144,1144.jpg,0.0,0.0,0.0,2.0,4.0
1145,1145.jpg,1.0,1.0,1.0,2.0,0.0
1146,1146.jpg,0.0,0.0,0.0,15.0,3.0
1147,1147.jpg,1.0,1.0,1.0,11.0,1.0
1148,1148.jpg,1.0,0.0,0.0,3.0,0.0
1149,1149.jpg,1.0,1.0,1.0,3.0,2.0
1150,1150.jpg,0.0,1.0,0.0,3.0,3.0
1151,1151.jpg,1.0,1.0,1.0,11.0,4.0
1152,1152.jpg,1.0,1.0,1.0,1.0,3.0
1153,1153.jpg,0.0,0.0,0.0,24.0,4.0
1154,1154.jpg,0.0,0.0,0.0,11.0,1.0
1155,1155.jpg,1.0,1.0,1.0,5.0,3.0
1156,1156.jpg,1.0,0.0,0.0,8.0,2.0
1157,1157.jpg,1.0,1.0,1.0,2.0,3.0
1158,1158.jpg,1.0,0.0,0.0,9.0,4.0
1159,1159.jpg,0.0,1.0,0.0,7.0,1.0
1160,1160.jpg,0.0,0.0,0.0,8.0,0.0
1161,1161.jpg,0.0,1.0,0.0,11.0,1.0
1162,1162.jpg,0.0,0.0,0.0,4.0,1.0
1163,1163.jpg,0.0,0.0,0.0,16.0,3.0
1164,1164.jpg,1.0,0.0,0.0,5.0,1.0
1165,1165.jpg,0.0,0.0,0.0,11.0,4.0
1166,1166.jpg,1.0,1.0,1.0,2.0,0.0
1167,1167.jpg,0.0,0.0,0.0,25.0,0.0
1168,1168.jpg,1.0,0.0,0.0,13.0,0.0
1169,1169.jpg,1.0,1.0,1.0,2.0,2.0
1170,1170.jpg,0.0,0.0,0.0,5.0,2.0
1171,1171.jpg,0.0,1.0,0.0,5.0,4.0
1172,1172.jpg,1.0,0.0,0.0,22.0,4.0
1173,1173.jpg,0.0,0.0,0.0,5.0,2.0
1174,1174.jpg,0.0,0.0,0.0,4.0,1.0
1175,1175.jpg,1.0,1.0,1.0,13.0,4.0
1176,1176.jpg,0.0,0.0,0.0,23.0,1.0
1177,1177.jpg,0.0,1.0,0.0,2.0,2.0
1178,1178.jpg,0.0,1.0,0.0,9.0,1.0
1179,1179.jpg,0.0,1.0,0.0,1.0,4.0
1180,1180.jpg,1.0,1.0,1.0,5.0,3.0
1181,1181.jpg,1.0,0.0,0.0,3.0,2.0
1182,1182.jpg,0.0,0.0,0.0,15.0,2.0
1183,1183.jpg,1.0,1.0,1.0,2.0,3.0
1184,1184.jpg,1.0,1.0,1.0,2.0,4.0
1185,1185.jpg,0.0,0.0,0.0,15.0,2.0
1186,1186.jpg,1.0,1.0,1.0,3.0,4.0
1187,1187.jpg,0.0,0.0,0.0,2.0,3.0
1188,1188.jpg,1.0,1.0,1.0,12.0,4.0
1189,1189.jpg,1.0,1.0,1.0,3.0,4.0
1190,1190.jpg,0.0,0.0,0.0,8.0,3.0
1191,1191.jpg,0.0,0.0,0.0,15.0,3.0
1192,1192.jpg,0.0,0.0,0.0,13.0,1.0
1193,1193.jpg,1.0,0.0,0.0,4.0,4.0
1194,1194.jpg,0.0,0.0,0.0,11.0,0.0
1195,1195.jpg,1.0,1.0,1.0,8.0,0.0
1196,1196.jpg,0.0,0.0,0.0,22.0,4.0
1197,1197.jpg,0.0,1.0,0.0,10.0,2.0
1198,1198.jpg,1.0,0.0,0.0,5.0,3.0
1199,1199.jpg,1.0,0.0,0.0,4.0,1.0
1200,1200.jpg,1.0,1.0,1.0,5.0,1.0
1201,1201.jpg,1.0,0.0,0.0,8.0,3.0
1202,1202.jpg,1.0,1.0,1.0,2.0,4.0
1203,1203.jpg,0.0,1.0,0.0,8.0,0.0
1204,1204.jpg,0.0,0.0,0.0,7.0,1.0
1205,1205.jpg,0.0,0.0,0.0,13.0,1.0
1206,1206.jpg,0.0,0.0,0.0,6.0,0.0
1207,1207.jpg,1.0,1.0,1.0,11.0,1.0
1208,1208.jpg,1.0,1.0,1.0,18.0,3.0
1209,1209.jpg,1.0,1.0,1.0,1.0,4.0
1210,1210.jpg,1.0,0.0,0.0,4.0,4.0
1211,1211.jpg,1.0,0.0,0.0,15.0,1.0
1212,1212.jpg,1.0,0.0,0.0,3.0,1.0
1213,1213.jpg,1.0,0.0,0.0,11.0,3.0
1214,1214.jpg,0.0,1.0,0.0,1.0,0.0
1215,1215.jpg,1.0,1.0,1.0,4.0,3.0
1216,1216.jpg,1.0,1.0,1.0,4.0,0.0
1217,1217.jpg,1.0,1.0,1.0,7.0,0.0
1218,1218.jpg,1.0,0.0,0.0,6.0,1.0
1219,1219.jpg,0.0,0.0,0.0,11.0,0.0
1220,1220.jpg,1.0,1.0,1.0,2.0,4.0
1221,1221.jpg,0.0,0.0,0.0,7.0,3.0
1222,1222.jpg,1.0,0.0,0.0,7.0,3.0
1223,1223.jpg,1.0,0.0,0.0,7.0,1.0
1224,1224.jpg,1.0,0.0,0.0,5.0,4.0
1225,1225.jpg,1.0,1.0,1.0,17.0,0.0
1226,1226.jpg,0.0,1.0,0.0,16.0,3.0
1227,1227.jpg,0.0,0.0,0.0,17.0,0.0
1228,1228.jpg,0.0,0.0,0.0,16.0,1.0
1229,1229.jpg,1.0,1.0,1.0,9.0,0.0
1230,1230.jpg,1.0,0.0,0.0,6.0,0.0
1231,1231.jpg,0.0,0.0,0.0,2.0,2.0
1232,1232.jpg,1.0,1.0,1.0,8.0,4.0
1233,1233.jpg,1.0,0.0,0.0,10.0,4.0
1234,1234.jpg,1.0,1.0,1.0,2.0,0.0
1235,1235.jpg,0.0,1.0,0.0,14.0,1.0
1236,1236.jpg,1.0,1.0,1.0,3.0,1.0
1237,1237.jpg,1.0,0.0,0.0,14.0,1.0
1238,1238.jpg,1.0,1.0,1.0,2.0,0.0
1239,1239.jpg,0.0,0.0,0.0,8.0,0.0
1240,1240.jpg,1.0,0.0,0.0,3.0,2.0
1241,1241.jpg,0.0,0.0,0.0,13.0,2.0
1242,1242.jpg,0.0,0.0,0.0,6.0,0.0
1243,1243.jpg,0.0,0.0,0.0,4.0,0.0
1244,1244.jpg,1.0,1.0,1.0,3.0,1.0
1245,1245.jpg,1.0,0.0,0.0,3.0,4.0
1246,1246.jpg,0.0,1.0,0.0,8.0,3.0
1247,1247.jpg,1.0,1.0,1.0,4.0,3.0
1248,1248.jpg,0.0,0.0,0.0,13.0,2.0
1249,1249.jpg,1.0,0.0,0.0,13.0,4.0
1250,1250.jpg,0.0,0.0,0.0,21.0,0.0
1251,1251.jpg,1.0,1.0,1.0,7.0,2.0
1252,1252.jpg,0.0,1.0,0.0,15.0,2.0
1253,1253.jpg,1.0,0.0,0.0,6.0,3.0
1254,1254.jpg,1.0,1.0,1.0,9.0,0.0
1255,1255.jpg,0.0,1.0,0.0,4.0,4.0
1256,1256.jpg,0.0,0.0,0.0,3.0,4.0
1257,1257.jpg,1.0,0.0,0.0,10.0,3.0
1258,1258.jpg,0.0,0.0,0.0,7.0,2.0
1259,1259.jpg,1.0,1.0,1.0,10.0,2.0
1260,1260.jpg,1.0,1.0,1.0,3.0,2.0
1261,1261.jpg,1.0,0.0,0.0,21.0,4.0
1262,1262.jpg,1.0,1.0,1.0,4.0,3.0
1263,1263.jpg,1.0,0.0,0.0,7.0,1.0
1264,1264.jpg,1.0,0.0,0.0,16.0,3.0
1265,1265.jpg,0.0,0.0,0.0,7.0,1.0
1266,1266.jpg,0.0,0.0,0.0,10.0,1.0
1267,1267.jpg,1.0,1.0,1.0,3.0,2.0
1268,1268.jpg,1.0,0.0,0.0,6.0,2.0
1269,1269.jpg,1.0,1.0,1.0,1.0,3.0
1270,1270.jpg,1.0,0.0,0.0,8.0,1.0
1271,1271.jpg,1.0,0.0,0.0,16.0,2.0
1272,1272.jpg,1.0,1.0,1.0,7.0,2.0
1273,1273.jpg,0.0,0.0,0.0,6.0,2.0
1274,1274.jpg,1.0,0.0,0.0,8.0,0.0
1275,1275.jpg,0.0,0.0,0.0,18.0,0.0
1276,1276.jpg,1.0,1.0,1.0,3.0,1.0
1277,1277.jpg,1.0,0.0,0.0,3.0,2.0
1278,1278.jpg,0.0,1.0,0.0,10.0,3.0
1279,1279.jpg,0.0,0.0,0.0,10.0,3.0
1280,1280.jpg,0.0,0.0,0.0,30.0,3.0
1281,1281.jpg,1.0,0.0,0.0,14.0,1.0
1282,1282.jpg,1.0,1.0,1.0,6.0,1.0
1283,1283.jpg,1.0,1.0,1.0,15.0,4.0
1284,1284.jpg,1.0,0.0,0.0,17.0,1.0
1285,1285.jpg,0.0,0.0,0.0,8.0,0.0
1286,1286.jpg,0.0,0.0,0.0,3.0,4.0
1287,1287.jpg,1.0,1.0,1.0,1.0,2.0
1288,1288.jpg,1.0,1.0,1.0,0.0,3.0
1289,1289.jpg,1.0,1.0,1.0,2.0,3.0
1290,1290.jpg,1.0,0.0,0.0,18.0,3.0
1291,1291.jpg,1.0,0.0,0.0,7.0,0.0
1292,1292.jpg,0.0,0.0,0.0,2.0,4.0
1293,1293.jpg,1.0,0.0,0.0,3.0,3.0
1294,1294.jpg,1.0,0.0,0.0,11.0,1.0
1295,1295.jpg,0.0,0.0,0.0,10.0,0.0
1296,1296.jpg,0.0,0.0,0.0,9.0,4.0
1297,1297.jpg,1.0,1.0,1.0,5.0,0.0
1298,1298.jpg,1.0,1.0,1.0,3.0,0.0
1299,1299.jpg,1.0,0.0,0.0,9.0,2.0
1300,1300.jpg,1.0,0.0,0.0,15.0,1.0
1301,1301.jpg,0.0,0.0,0.0,4.0,1.0
1302,1302.jpg,0.0,1.0,0.0,12.0,4.0
1303,1303.jpg,1.0,1.0,1.0,4.0,3.0
1304,1304.jpg,1.0,1.0,1.0,5.0,3.0
1305,1305.jpg,1.0,1.0,1.0,7.0,4.0
1306,1306.jpg,0.0,0.0,0.0,21.0,4.0
1307,1307.jpg,0.0,0.0,0.0,5.0,2.0
1308,1308.jpg,1.0,0.0,0.0,6.0,4.0
1309,1309.jpg,1.0,1.0,1.0,2.0,4.0
1310,1310.jpg,0.0,1.0,0.0,5.0,4.0
1311,1311.jpg,1.0,1.0,1.0,3.0,3.0
1312,1312.jpg,1.0,0.0,0.0,12.0,2.0
1313,1313.jpg,1.0,1.0,1.0,15.0,1.0
1314,1314.jpg,1.0,1.0,1.0,1.0,3.0
1315,1315.jpg,1.0,1.0,1.0,11.0,2.0
1316,1316.jpg,1.0,1.0,1.0,1.0,3.0
1317,1317.jpg,1.0,1.0,1.0,20.0,2.0
1318,1318.jpg,1.0,0.0,0.0,4.0,4.0
1319,1319.jpg,0.0,0.0,0.0,22.0,2.0
1320,1320.jpg,0.0,0.0,0.0,13.0,0.0
1321,1321.jpg,1.0,1.0,1.0,9.0,1.0
1322,1322.jpg,1.0,0.0,0.0,3.0,4.0
1323,1323.jpg,0.0,0.0,0.0,5.0,4.0
1324,1324.jpg,0.0,0.0,0.0,17.0,1.0
1325,1325.jpg,1.0,0.0,0.0,5.0,2.0
1326,1326.jpg,1.0,1.0,1.0,5.0,1.0
1327,1327.jpg,1.0,0.0,0.0,19.0,2.0
1328,1328.jpg,0.0,1.0,0.0,2.0,3.0
1329,1329.jpg,1.0,0.0,0.0,4.0,3.0
1330,1330.jpg,0.0,0.0,0.0,2.0,4.0
1331,1331.jpg,1.0,0.0,0.0,5.0,2.0
1332,1332.jpg,1.0,0.0,0.0,22.0,0.0
1333,1333.jpg,0.0,0.0,0.0,27.0,0.0
1334,1334.jpg,1.0,1.0,1.0,1.0,0.0
1335,1335.jpg,0.0,0.0,0.0,12.0,2.0
1336,1336.jpg,1.0,1.0,1.0,11.0,4.0
1337,1337.jpg,0.0,0.0,0.0,13.0,4.0
1338,1338.jpg,1.0,0.0,0.0,8.0,0.0
1339,1339.jpg,0.0,1.0,0.0,6.0,3.0
1340,1340.jpg,1.0,1.0,1.0,8.0,0.0
1341,1341.jpg,1.0,1.0,1.0,9.0,0.0
1342,1342.jpg,1.0,0.0,0.0,4.0,3.0
1343,1343.jpg,0.0,0.0,0.0,3.0,2.0
1344,1344.jpg,1.0,1.0,1.0,4.0,3.0
1345,1345.jpg,0.0,1.0,0.0,4.0,3.0
1346,1346.jpg,1.0,1.0,1.0,1.0,2.0
1347,1347.jpg,0.0,0.0,0.0,15.0,4.0
1348,1348.jpg,0.0,0.0,0.0,17.0,0.0
1349,1349.jpg,0.0,0.0,0.0,6.0,0.0
1350,1350.jpg,1.0,1.0,1.0,2.0,1.0
1351,1351.jpg,1.0,0.0,0.0,9.0,2.0
1352,1352.jpg,1.0,0.0,0.0,3.0,1.0
1353,1353.jpg,0.0,1.0,0.0,15.0,0.0
1354,1354.jpg,1.0,0.0,0.0,4.0,3.0
1355,1355.jpg,1.0,0.0,0.0,4.0,2.0
1356,1356.jpg,1.0,0.0,0.0,20.0,2.0
1357,1357.jpg,1.0,1.0,1.0,7.0,4.0
1358,1358.jpg,0.0,0.0,0.0,13.0,2.0
1359,1359.jpg,1.0,0.0,0.0,3.0,4.0
1360,1360.jpg,1.0,0.0,0.0,5.0,4.0
1361,1361.jpg,0.0,0.0,0.0,15.0,0.0
1362,1362.jpg,0.0,0.0,0.0,9.0,4.0
1363,1363.jpg,1.0,0.0,0.0,6.0,2.0
1364,1364.jpg,0.0,0.0,0.0,25.0,0.0
1365,1365.jpg,0.0,0.0,0.0,13.0,1.0
1366,1366.jpg,1.0,0.0,0.0,4.0,4.0
1367,1367.jpg,1.0,1.0,1.0,6.0,3.0
1368,1368.jpg,1.0,0.0,0.0,9.0,3.0
1369,1369.jpg,0.0,1.0,0.0,8.0,3.0
1371,1371.jpg,1.0,1.0,1.0,4.0,4.0
1372,1372.jpg,1.0,1.0,1.0,10.0,3.0
1373,1373.jpg,1.0,1.0,1.0,1.0,4.0
1374,1374.jpg,1.0,0.0,0.0,10.0,3.0
1375,1375.jpg,0.0,0.0,0.0,14.0,2.0
1376,1376.jpg,1.0,1.0,1.0,21.0,2.0
1377,1377.jpg,0.0,0.0,0.0,23.0,0.0
1378,1378.jpg,1.0,0.0,0.0,22.0,1.0
1379,1379.jpg,0.0,0.0,0.0,7.0,0.0
1380,1380.jpg,1.0,0.0,0.0,6.0,3.0
1381,1381.jpg,1.0,0.0,0.0,11.0,4.0
1382,1382.jpg,0.0,0.0,0.0,12.0,2.0
1383,1383.jpg,1.0,1.0,1.0,8.0,0.0
1384,1384.jpg,0.0,0.0,0.0,21.0,0.0
1385,1385.jpg,0.0,0.0,0.0,9.0,2.0
1386,1386.jpg,1.0,1.0,1.0,6.0,2.0
1387,1387.jpg,0.0,1.0,0.0,1.0,0.0
1388,1388.jpg,0.0,1.0,0.0,3.0,2.0
1389,1389.jpg,0.0,0.0,0.0,7.0,2.0
1390,1390.jpg,1.0,1.0,1.0,14.0,1.0
1391,1391.jpg,0.0,0.0,0.0,2.0,0.0
1392,1392.jpg,0.0,0.0,0.0,17.0,1.0
1393,1393.jpg,1.0,1.0,1.0,6.0,4.0
1394,1394.jpg,0.0,0.0,0.0,7.0,1.0
1395,1395.jpg,0.0,1.0,0.0,2.0,2.0
1396,1396.jpg,1.0,0.0,0.0,13.0,2.0
1397,1397.jpg,1.0,1.0,1.0,7.0,2.0
1398,1398.jpg,1.0,1.0,1.0,1.0,3.0
1399,1399.jpg,1.0,0.0,0.0,8.0,2.0
1400,1400.jpg,0.0,0.0,0.0,2.0,3.0
1401,1401.jpg,0.0,1.0,0.0,3.0,3.0
1402,1402.jpg,1.0,0.0,0.0,14.0,2.0
1403,1403.jpg,1.0,1.0,1.0,5.0,1.0
1404,1404.jpg,1.0,1.0,1.0,4.0,1.0
1405,1405.jpg,0.0,0.0,0.0,6.0,3.0
1406,1406.jpg,1.0,1.0,1.0,4.0,0.0
1407,1407.jpg,0.0,0.0,0.0,9.0,3.0
1408,1408.jpg,1.0,0.0,0.0,7.0,3.0
1409,1409.jpg,1.0,0.0,0.0,2.0,3.0
1410,1410.jpg,1.0,1.0,1.0,1.0,0.0
1411,1411.jpg,0.0,0.0,0.0,12.0,3.0
1412,1412.jpg,1.0,1.0,1.0,9.0,4.0
1414,1414.jpg,1.0,1.0,1.0,8.0,3.0
1415,1415.jpg,0.0,0.0,0.0,4.0,1.0
1416,1416.jpg,1.0,0.0,0.0,15.0,3.0
1417,1417.jpg,1.0,1.0,1.0,5.0,2.0
1418,1418.jpg,0.0,0.0,0.0,16.0,0.0
1419,1419.jpg,1.0,0.0,0.0,14.0,3.0
1420,1420.jpg,1.0,1.0,1.0,12.0,1.0
1421,1421.jpg,1.0,1.0,1.0,6.0,0.0
1422,1422.jpg,0.0,0.0,0.0,10.0,3.0
1423,1423.jpg,1.0,1.0,1.0,6.0,3.0
1424,1424.jpg,0.0,0.0,0.0,6.0,3.0
1425,1425.jpg,1.0,1.0,1.0,3.0,4.0
1426,1426.jpg,1.0,0.0,0.0,6.0,4.0
1427,1427.jpg,1.0,0.0,0.0,9.0,3.0
1428,1428.jpg,1.0,0.0,0.0,3.0,1.0
1429,1429.jpg,0.0,0.0,0.0,2.0,1.0
1430,1430.jpg,1.0,1.0,1.0,4.0,0.0
1431,1431.jpg,1.0,0.0,0.0,6.0,0.0
1432,1432.jpg,1.0,1.0,1.0,7.0,3.0
1433,1433.jpg,0.0,1.0,0.0,4.0,2.0
1434,1434.jpg,0.0,0.0,0.0,3.0,3.0
1435,1435.jpg,1.0,0.0,0.0,3.0,0.0
1436,1436.jpg,1.0,1.0,1.0,5.0,1.0
1437,1437.jpg,1.0,1.0,1.0,8.0,4.0
1438,1438.jpg,1.0,1.0,1.0,6.0,1.0
1439,1439.jpg,1.0,1.0,1.0,12.0,2.0
1440,1440.jpg,1.0,1.0,1.0,2.0,1.0
1441,1441.jpg,1.0,1.0,1.0,1.0,0.0
1442,1442.jpg,1.0,1.0,1.0,6.0,3.0
1443,1443.jpg,1.0,0.0,0.0,3.0,3.0
1444,1444.jpg,1.0,0.0,0.0,8.0,1.0
1445,1445.jpg,1.0,0.0,0.0,6.0,3.0
1446,1446.jpg,0.0,0.0,0.0,17.0,1.0
1447,1447.jpg,1.0,1.0,1.0,0.0,0.0
1448,1448.jpg,1.0,0.0,0.0,11.0,4.0
1449,1449.jpg,1.0,1.0,1.0,5.0,0.0
1450,1450.jpg,1.0,1.0,1.0,1.0,2.0
1451,1451.jpg,0.0,0.0,0.0,6.0,0.0
1452,1452.jpg,0.0,0.0,0.0,12.0,0.0
1453,1453.jpg,1.0,0.0,0.0,6.0,0.0
1454,1454.jpg,1.0,1.0,1.0,17.0,3.0
1455,1455.jpg,1.0,1.0,1.0,1.0,3.0
1456,1456.jpg,1.0,1.0,1.0,7.0,4.0
1457,1457.jpg,0.0,1.0,0.0,1.0,3.0
1458,1458.jpg,0.0,1.0,0.0,6.0,1.0
1459,1459.jpg,1.0,0.0,0.0,7.0,3.0
1461,1461.jpg,1.0,1.0,1.0,11.0,4.0
1462,1462.jpg,1.0,1.0,1.0,13.0,4.0
1463,1463.jpg,1.0,0.0,0.0,3.0,2.0
1464,1464.jpg,0.0,0.0,0.0,5.0,3.0
1465,1465.jpg,1.0,1.0,1.0,10.0,2.0
1466,1466.jpg,1.0,1.0,1.0,3.0,1.0
1467,1467.jpg,1.0,1.0,1.0,5.0,0.0
1468,1468.jpg,1.0,0.0,0.0,6.0,4.0
1469,1469.jpg,0.0,1.0,0.0,1.0,3.0
1470,1470.jpg,1.0,0.0,0.0,24.0,0.0
1471,1471.jpg,0.0,0.0,0.0,11.0,4.0
1472,1472.jpg,1.0,1.0,1.0,10.0,3.0
1473,1473.jpg,1.0,1.0,1.0,8.0,1.0
1474,1474.jpg,1.0,1.0,1.0,17.0,0.0
1475,1475.jpg,1.0,1.0,1.0,5.0,4.0
1476,1476.jpg,0.0,0.0,0.0,9.0,1.0
1477,1477.jpg,1.0,0.0,0.0,4.0,3.0
1478,1478.jpg,1.0,1.0,1.0,2.0,0.0
1479,1479.jpg,0.0,1.0,0.0,6.0,0.0
1480,1480.jpg,0.0,0.0,0.0,7.0,4.0
1481,1481.jpg,1.0,1.0,1.0,14.0,2.0
1482,1482.jpg,1.0,1.0,1.0,5.0,0.0
1483,1483.jpg,1.0,0.0,0.0,5.0,2.0
1484,1484.jpg,1.0,1.0,1.0,3.0,1.0
1485,1485.jpg,0.0,1.0,0.0,4.0,0.0
1486,1486.jpg,0.0,1.0,0.0,3.0,4.0
1487,1487.jpg,0.0,0.0,0.0,2.0,1.0
1488,1488.jpg,0.0,0.0,0.0,19.0,1.0
1489,1489.jpg,1.0,1.0,1.0,4.0,3.0
1490,1490.jpg,1.0,1.0,1.0,18.0,1.0
1491,1491.jpg,0.0,0.0,0.0,13.0,3.0
1492,1492.jpg,1.0,1.0,1.0,2.0,2.0
1493,1493.jpg,0.0,0.0,0.0,12.0,0.0
1494,1494.jpg,0.0,0.0,0.0,9.0,2.0
1495,1495.jpg,0.0,0.0,0.0,3.0,4.0
1496,1496.jpg,1.0,1.0,1.0,6.0,2.0
1497,1497.jpg,0.0,0.0,0.0,3.0,2.0
1498,1498.jpg,1.0,1.0,1.0,1.0,4.0
1499,1499.jpg,1.0,1.0,1.0,9.0,4.0
1500,1500.jpg,1.0,1.0,1.0,2.0,1.0
1501,1501.jpg,1.0,1.0,1.0,16.0,2.0
1502,1502.jpg,1.0,1.0,1.0,1.0,2.0
1503,1503.jpg,0.0,1.0,0.0,5.0,1.0
1504,1504.jpg,1.0,1.0,1.0,13.0,3.0
1505,1505.jpg,0.0,1.0,0.0,4.0,0.0
1506,1506.jpg,0.0,0.0,0.0,6.0,2.0
1507,1507.jpg,0.0,1.0,0.0,6.0,0.0
1508,1508.jpg,1.0,1.0,1.0,3.0,2.0
1509,1509.jpg,1.0,0.0,0.0,24.0,4.0
1510,1510.jpg,1.0,0.0,0.0,4.0,2.0
1511,1511.jpg,1.0,0.0,0.0,23.0,4.0
1512,1512.jpg,1.0,1.0,1.0,4.0,2.0
1513,1513.jpg,1.0,0.0,0.0,7.0,2.0
1514,1514.jpg,1.0,1.0,1.0,1.0,4.0
1515,1515.jpg,0.0,0.0,0.0,2.0,3.0
1516,1516.jpg,1.0,0.0,0.0,7.0,3.0
1517,1517.jpg,1.0,1.0,1.0,4.0,2.0
1518,1518.jpg,0.0,1.0,0.0,20.0,1.0
1519,1519.jpg,0.0,1.0,0.0,8.0,2.0
1520,1520.jpg,0.0,1.0,0.0,4.0,3.0
1521,1521.jpg,1.0,0.0,0.0,11.0,3.0
1522,1522.jpg,1.0,1.0,1.0,6.0,4.0
1523,1523.jpg,0.0,0.0,0.0,12.0,3.0
1524,1524.jpg,1.0,0.0,0.0,16.0,4.0
1525,1525.jpg,1.0,1.0,1.0,8.0,2.0
1526,1526.jpg,1.0,1.0,1.0,6.0,1.0
1527,1527.jpg,1.0,0.0,0.0,4.0,3.0
1528,1528.jpg,1.0,0.0,0.0,9.0,3.0
1529,1529.jpg,0.0,0.0,0.0,7.0,1.0
1530,1530.jpg,0.0,0.0,0.0,16.0,0.0
1531,1531.jpg,0.0,1.0,0.0,2.0,0.0
1532,1532.jpg,0.0,0.0,0.0,4.0,4.0
1533,1533.jpg,0.0,0.0,0.0,4.0,4.0
1534,1534.jpg,0.0,0.0,0.0,8.0,4.0
1535,1535.jpg,0.0,0.0,0.0,6.0,1.0
1536,1536.jpg,1.0,0.0,0.0,13.0,4.0
1537,1537.jpg,0.0,1.0,0.0,9.0,2.0
1538,1538.jpg,0.0,0.0,0.0,6.0,1.0
1539,1539.jpg,1.0,1.0,1.0,4.0,0.0
1540,1540.jpg,1.0,1.0,1.0,6.0,1.0
1541,1541.jpg,1.0,0.0,0.0,7.0,0.0
1542,1542.jpg,0.0,0.0,0.0,5.0,2.0
1543,1543.jpg,0.0,0.0,0.0,16.0,3.0
